air_store_id,air_genre_name,air_area_name,latitude,longitude
air_e76a668009c5dabc,Italian/French,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_7fbf7649eb13ad9b,Italian/French,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_b439391e72899756,Italian/French,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_681b0c56328dd2af,Italian/French,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_938ef91ecdde6878,Italian/French,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_f911308e19d64236,Italian/French,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_650f9b9de0c5542c,Italian/French,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_632ba66e1f75aa28,Italian/French,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_8e492076a1179383,Italian/French,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_0867f7bebad6a649,Italian/French,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_9d93d95720f2e831,Italian/French,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_900d755ebd2f7bbd,Italian/French,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_dfe068a1bf85f395,Italian/French,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_ea7c16131980c837,Italian/French,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_97b2a9f975fc702c,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_ccd19a5bc5573ae5,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_40953e2d8b4f2857,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_c0385db498b391e5,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_082908692355165e,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_6cbe54f0aa30b615,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_2a7f14da7fe0f699,Italian/French,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_31c753b48a657b6c,Italian/French,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_483eba479dc9910d,Italian/French,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_9cd5e310f488bced,Italian/French,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_d00a15343325e5f7,Italian/French,Ōsaka-fu Suita-shi Izumichō,34.7594526,135.51686
air_228f10bec0bda9c8,Italian/French,Ōsaka-fu Suita-shi Izumichō,34.7594526,135.51686
air_6b2268863b14a2af,Italian/French,Tōkyō-to Tachikawa-shi Izumichō,35.7140142,139.4078431
air_8f13ef0f5e8c64dd,Italian/French,Tōkyō-to Tachikawa-shi Izumichō,35.7140142,139.4078431
air_48f4da6223571da4,Italian/French,Tōkyō-to Tachikawa-shi Izumichō,35.7140142,139.4078431
air_9d452a881f7f2bb7,Italian/French,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783
air_55c3627912b9c849,Italian/French,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783
air_6b15edd1b4fbb96a,Italian/French,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_6d65542aa43b598b,Italian/French,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_2c6fef1ce0e13a5a,Italian/French,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_ca957d3a1529fbd3,Italian/French,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_d6b3e67261f07646,Italian/French,Tōkyō-to Minato-ku Akasaka,35.6749184,139.736775
air_968d72c12eed09f0,Italian/French,Tōkyō-to Minato-ku Akasaka,35.6749184,139.736775
air_ecf7f141339f1d57,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_56cd12f31a0afc04,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_73f316e6a18d8aa9,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_310e467e6e625004,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_3b20733899b5287f,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_d63cfa6d6ab78446,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_e3020992d5fe5dfd,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_9152d9926e5c4a3a,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_1509881b22965b34,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_08ef81d5b7a0d13f,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_42c9aa6d617c5057,Italian/French,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,34.7569503,134.8411775
air_645cb18b33f938cf,Italian/French,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,34.7569503,134.8411775
air_831658500aa7c846,Italian/French,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_a49f1cf0634f13e5,Italian/French,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_c88467d88b2c8ecd,Italian/French,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_00a91d42b08b08d9,Italian/French,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_d1f20424f76cc78e,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_32f5d7cd696e3c4a,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_40f6193ea3ed1b91,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_4092cfbd95a3ac1b,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_399904bdb7685ca0,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_baf28ac9f13a307d,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_2a3743e37aab04b4,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_3561fd1c0bce6a95,Italian/French,Tōkyō-to Ōta-ku Kamiikedai,35.602201,139.6976891
air_4e1c38f68f435596,Italian/French,Tōkyō-to Ōta-ku Kamiikedai,35.602201,139.6976891
air_d54d6fcb116fbed3,Italian/French,Hyōgo-ken Nishinomiya-shi Rokutanjichō,34.7375965,135.3415643
air_eb2d2653586315dd,Italian/French,Hyōgo-ken Nishinomiya-shi Rokutanjichō,34.7375965,135.3415643
air_142e78ba7001da9c,Italian/French,Hyōgo-ken Nishinomiya-shi Rokutanjichō,34.7375965,135.3415643
air_bfafaed35e213fd7,Italian/French,Tōkyō-to Meguro-ku Takaban,35.629564,139.6849922
air_fa12b40b02fecfd8,Italian/French,Tōkyō-to Meguro-ku Takaban,35.629564,139.6849922
air_c225148c0fcc5c72,Cafe/Sweets,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_a33461f4392ec62c,Cafe/Sweets,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_55390f784018349a,Cafe/Sweets,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_6902e4ec305b3d08,Cafe/Sweets,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_2f8ced25216df926,Cafe/Sweets,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_c9ed65554b6edffb,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_9828505fefc77d75,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_9bf0ccac497c4af3,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_ac7a7427c9ae12a5,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_6c91a28278a16f64,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_c77ee2b7d36da265,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_6e64fb5821402cd2,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_ef47430bcd6f6a89,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_602ca92c0db34f8f,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_e57dd6884595f60d,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_dbf64f1ce38c7442,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_1dea9815ccd36620,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_3aa839e8e0cb6c87,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_38746ffe9aa20c7e,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_4b55d8aea1d2b395,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_349278fa964bb12f,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_c31472d14e29cee8,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_7bda6048a4a78837,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_eb120e6d384a17a8,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_eca5e0064dc9314a,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_ad13e71e21235131,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_9e920b758503ef54,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_27e991812b0d9c92,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_0ead98dd07e7a82a,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_bf13014b6e3e60ca,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_6108821ffafa9b72,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_3a8a3f8fb5cd7f88,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_91236b89d29567af,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_859feab8e3c9f98d,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_b7fa3d2fca744dd2,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_59cc9b2b209c6331,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_939964477035ef0b,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_a9a380530c1e121f,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_1d3f797dd1f7cf1c,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_c28983412a7eefcf,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,34.7202277,135.265455
air_9b13c7feb0a0c431,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,34.7202277,135.265455
air_168441ada3e878e1,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,34.7202277,135.265455
air_d0e8a085d8dc83aa,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,34.7202277,135.265455
air_cadf9cfb510a1d78,Cafe/Sweets,Tōkyō-to Adachi-ku Chūōhonchō,35.7756644,139.8044788
air_2195cd5025a98033,Cafe/Sweets,Tōkyō-to Adachi-ku Chūōhonchō,35.7756644,139.8044788
air_832f9dbe9ee4ebd3,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_401b39f97e56b939,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_d4981cdde163b172,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_aed3a8b49abe4a48,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_8e4360a64dbd4c50,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_9a30407764f4ff84,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_5e34c6fe6fabd10e,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6427447,139.6413873
air_b5bdd318005d9aa4,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6427447,139.6413873
air_710d6537cb7623df,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_5ed3198e4a5eed0f,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_c6ffd6a93e6b68d6,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_ebd31e812960f517,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_10713fbf3071c361,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_7bc6ca04d7b0f3b8,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_e34c631c766f2766,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_af24e3e817dea1e5,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_b30fffd7ab1e75a5,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_a8533b7a992bb0ca,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_efd70b04de878f25,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_e7d2ac6d53d1b744,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_8e8f42f047537154,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_657a0748462f85de,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_9d3482b4680aee88,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_e0aee25b56a069f2,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_5d945ade487cdf4d,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_848616680ef061bd,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_97e0f2feec4d577a,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_57ed725a1930a5b9,Cafe/Sweets,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_8c119d1f16049f20,Cafe/Sweets,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_2009041dbf9264de,Cafe/Sweets,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_820d1919cbecaa0a,Cafe/Sweets,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_9d5a980b211e1795,Cafe/Sweets,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_16179d43b6ee5fd8,Cafe/Sweets,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_93dd7070c9bf5453,Cafe/Sweets,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_cb083b4789a8d3a2,Cafe/Sweets,Hokkaidō Sapporo-shi Kotoni 2 Jō,43.0744699,141.3008887
air_cf22e368c1a71d53,Cafe/Sweets,Hokkaidō Sapporo-shi Kotoni 2 Jō,43.0744699,141.3008887
air_3525f11ef0bf0c35,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Shinmachi,34.6762311,135.4860587
air_81c2600146d07d16,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Shinmachi,34.6762311,135.4860587
air_add9a575623726c8,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Shinmachi,34.6762311,135.4860587
air_89e7328af22efe74,Cafe/Sweets,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_ee3a01f0c71a769f,Cafe/Sweets,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_a373500730e2a9e0,Cafe/Sweets,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_41bbf6e1d9814c4b,Cafe/Sweets,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_5dea8a7a5bf5eb71,Cafe/Sweets,Tōkyō-to Kōtō-ku Tōyō,35.6728535,139.8174097
air_0e1eae99b8723bc1,Cafe/Sweets,Tōkyō-to Kōtō-ku Tōyō,35.6728535,139.8174097
air_a2567267116a3b75,Cafe/Sweets,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_b259b4e4a51a690d,Cafe/Sweets,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_71903025d39a4571,Cafe/Sweets,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_a2b29aa7feb4e36f,Cafe/Sweets,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_70f834596eb99fee,Cafe/Sweets,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_464a62de0d57be1e,Cafe/Sweets,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_56ea46c14b2dd967,Cafe/Sweets,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_b162fb07fbbdea33,Cafe/Sweets,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_747f375eb3900e1e,Cafe/Sweets,Tōkyō-to Itabashi-ku Itabashi,35.7511648,139.7092437
air_8ce035ee1d8a56a6,Cafe/Sweets,Tōkyō-to Itabashi-ku Itabashi,35.7511648,139.7092437
air_cd4b301d5d3918d8,Cafe/Sweets,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_a85f0c0c889f6b7e,Cafe/Sweets,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_9c6787aa03a45586,Cafe/Sweets,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_303bac187b53083a,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Torikai,33.5756863,130.3699764
air_298513175efdf261,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Torikai,33.5756863,130.3699764
air_96ec3cfe78cb0652,Cafe/Sweets,Shizuoka-ken Numazu-shi Miyukichō,35.0955842,138.8634925
air_99157b6163835eec,Cafe/Sweets,Shizuoka-ken Numazu-shi Miyukichō,35.0955842,138.8634925
air_4043b7ccfbffa732,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Fuminosato,34.638969,135.5184958
air_9bbc673495e23532,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Fuminosato,34.638969,135.5184958
air_e483f5b3c4f310e0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Momochi,33.5819411,130.3484363
air_fab092c35776a9b1,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Momochi,33.5819411,130.3484363
air_f1094dbf2aef85d9,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Momochi,33.5819411,130.3484363
air_d34c0861a2be94cb,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Momochi,33.5819411,130.3484363
air_09040f6df960ddb8,Cafe/Sweets,Tōkyō-to Meguro-ku Jiyūgaoka,35.6092076,139.6693609
air_414ff459ed18fa48,Cafe/Sweets,Tōkyō-to Meguro-ku Jiyūgaoka,35.6092076,139.6693609
air_6e06824d0934dd81,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_fe58c074ec1445ea,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_d5e0a20370c325c7,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_b8a5ee69e5fdcc5b,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_d0a7bd3339c3d12a,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_23e1b11aee2a1407,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_ad60f6b76c9df7ed,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_0f60e1576a7d397d,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,33.5573203,130.195555
air_a41b032371a63427,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,33.5573203,130.195555
air_68d075113f368946,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,33.5573203,130.195555
air_f85e21e543cf44f2,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,33.5573203,130.195555
air_083ddc520ea47e1e,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,33.5573203,130.195555
air_746211c0b532e8aa,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,33.5573203,130.195555
air_c52c63c781fe48f6,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,33.5573203,130.195555
air_d8abb9e490abf94f,Cafe/Sweets,Tōkyō-to Musashino-shi Kichijōji Honchō,35.704686,139.5754071
air_0647f17b4dc041c8,Cafe/Sweets,Tōkyō-to Musashino-shi Kichijōji Honchō,35.704686,139.5754071
air_6873982b9e19c7ad,Cafe/Sweets,Hokkaidō Katō-gun Motomachi,42.9941431,143.1979595
air_6d65dd11d96e00fb,Cafe/Sweets,Hokkaidō Katō-gun Motomachi,42.9941431,143.1979595
air_26c5bbeb7bb82bf1,Cafe/Sweets,Tōkyō-to Kita-ku Ōjihonchō,35.7528042,139.7334805
air_78df4dc6a7e83e41,Cafe/Sweets,Tōkyō-to Kita-ku Ōjihonchō,35.7528042,139.7334805
air_20619d21192aa571,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_8a59bb0c497b771e,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_95e917913cd988f3,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_8f273fb9ad2fed6f,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
