air_store_id,hpg_store_id,visit_date,reserve_visitors_air,reserve_visitors_hpg,visitors,reserve_visitors
air_7514d90009613cd6,hpg_08def9f764fcca4c,2016-12-26,21,17,45,38
air_7514d90009613cd6,hpg_08def9f764fcca4c,2016-12-30,32,14,104,46
air_7514d90009613cd6,hpg_08def9f764fcca4c,2017-01-04,6,6,45,12
air_7514d90009613cd6,hpg_08def9f764fcca4c,2017-01-25,26,28,26,54
air_7514d90009613cd6,hpg_08def9f764fcca4c,2017-02-14,6,6,1,12
air_7514d90009613cd6,hpg_08def9f764fcca4c,2017-03-05,37,40,87,77
air_7514d90009613cd6,hpg_08def9f764fcca4c,2017-03-12,11,11,216,22
air_7514d90009613cd6,hpg_08def9f764fcca4c,2017-03-13,16,16,40,32
air_7514d90009613cd6,hpg_08def9f764fcca4c,2017-03-14,32,60,32,92
air_7514d90009613cd6,hpg_08def9f764fcca4c,2017-03-18,69,87,122,156
air_7514d90009613cd6,hpg_08def9f764fcca4c,2017-03-27,13,13,18,26
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-07-08,20,2,16,22
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-07-09,14,4,34,18
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-07-10,4,2,14,6
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-10-28,17,4,16,21
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-10-30,10,2,21,12
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-11-04,18,3,18,21
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-11-12,15,5,25,20
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-11-13,3,3,3,6
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-11-14,7,2,9,9
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-11-17,2,2,3,4
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-11-19,9,2,24,11
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-11-22,10,4,19,14
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-11-25,13,3,19,16
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-11-26,2,2,14,4
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-12-03,15,9,25,24
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-12-08,8,3,12,11
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-12-09,21,4,24,25
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-12-14,7,2,12,9
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-12-16,15,4,25,19
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-12-17,36,27,23,63
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-12-18,2,2,25,4
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-12-23,10,4,20,14
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-12-24,20,18,25,38
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-12-25,18,6,28,24
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-12-26,10,6,28,16
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-12-27,16,5,17,21
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-12-28,23,7,35,30
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2016-12-30,23,18,35,41
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-01-05,14,5,23,19
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-01-06,11,2,15,13
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-01-07,13,3,26,16
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-01-08,5,3,14,8
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-01-17,9,4,11,13
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-01-20,17,4,19,21
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-01-22,5,3,15,8
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-01-25,7,7,15,14
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-01-28,11,4,28,15
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-01-29,3,3,6,6
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-01-30,3,3,3,6
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-01-31,8,3,10,11
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-02-07,11,7,15,18
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-02-10,25,4,28,29
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-02-14,4,4,5,8
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-02-15,11,4,17,15
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-02-16,4,6,4,10
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-02-17,10,7,15,17
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-02-18,13,4,29,17
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-02-19,6,6,6,12
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-02-21,8,4,8,12
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-02-23,6,2,8,8
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-02-24,19,7,26,26
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-02-25,20,6,28,26
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-02-26,9,4,16,13
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-03-02,11,6,13,17
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-03-04,15,4,15,19
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-03-07,6,2,6,8
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-03-10,18,7,14,25
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-03-12,10,4,13,14
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-03-13,10,5,10,15
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-03-19,22,5,26,27
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-03-20,2,2,7,4
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-03-22,12,7,18,19
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-03-23,8,6,17,14
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-03-25,14,2,24,16
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-03-29,4,2,15,6
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-03-30,12,6,18,18
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-03-31,6,2,12,8
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-04-04,15,13,20,28
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-04-05,2,2,6,4
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-04-07,6,2,6,8
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-04-09,13,2,16,15
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-04-15,18,9,18,27
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-04-17,2,2,9,4
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-04-19,2,2,11,4
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-04-21,7,5,12,12
air_7ef9a5ea5c8fe39f,hpg_8afe014b4a994a79,2017-04-22,9,3,11,12
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2016-10-31,6,6,36,12
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2016-11-02,4,4,40,8
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2016-11-05,2,2,13,4
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2016-11-12,5,5,28,10
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2016-11-18,3,3,49,6
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2016-11-19,13,13,25,26
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2016-12-02,8,8,43,16
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2016-12-06,3,3,41,6
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2016-12-10,7,7,43,14
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2016-12-12,4,4,16,8
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2016-12-13,5,5,23,10
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2016-12-14,2,2,39,4
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2016-12-17,2,4,45,6
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2016-12-20,3,10,42,13
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2016-12-22,14,44,44,58
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2016-12-24,5,2,30,7
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2016-12-27,4,10,47,14
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2016-12-29,4,4,48,8
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-01-06,4,4,40,8
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-01-07,2,2,20,4
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-01-14,6,6,42,12
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-01-18,12,12,44,24
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-01-20,4,4,43,8
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-01-21,4,4,27,8
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-01-25,15,15,33,30
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-01-27,6,6,53,12
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-01-28,2,2,34,4
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-02-08,5,5,55,10
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-02-10,8,12,38,20
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-02-17,16,16,41,32
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-02-21,2,2,16,4
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-02-22,18,34,40,52
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-02-24,4,4,44,8
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-02-25,5,5,34,10
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-03-02,6,6,41,12
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-03-10,19,21,47,40
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-03-16,9,9,42,18
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-03-25,2,2,42,4
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-03-28,4,4,35,8
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-03-31,2,9,59,11
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-04-01,4,6,18,10
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-04-04,4,4,18,8
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-04-05,4,4,12,8
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-04-07,2,5,40,7
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-04-08,7,5,16,12
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-04-11,5,8,22,13
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-04-14,4,16,50,20
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-04-15,3,3,26,6
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-04-20,2,4,41,6
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-04-21,3,16,50,19
air_831658500aa7c846,hpg_f39996d4f0ebcb64,2017-04-22,6,6,24,12
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-07-01,2,2,23,4
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-07-03,4,4,25,8
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-07-08,8,8,11,16
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-07-14,14,14,4,28
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-07-15,10,4,27,14
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-07-16,3,6,4,9
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-07-24,10,5,10,15
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-10-27,6,5,16,11
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-11-04,3,3,8,6
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-11-18,5,5,15,10
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-11-19,2,2,20,4
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-11-22,3,3,7,6
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-11-23,5,5,31,10
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-11-25,26,23,29,49
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-11-26,22,11,34,33
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-12-01,2,2,3,4
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-12-03,16,16,30,32
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-12-07,8,20,8,28
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-12-08,2,2,10,4
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-12-09,23,2,7,25
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-12-10,34,41,69,75
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-12-16,8,9,27,17
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-12-17,47,48,50,95
air_eec5e572b9eb9c23,hpg_e6594f29f40fe2aa,2016-12-18,16,2,45,18
